,RegionName,RegionID,SizeRank,Date,value
2889,"Indianapolis, IN",394705,33,2016-05,1019
2890,"San Jose, CA",395059,34,2016-05,2811
2891,"Austin, TX",394355,35,2016-05,1311
2892,"Virginia Beach, VA",395194,36,2016-05,1189
2893,"Nashville, TN",394902,37,2016-05,1311
2894,"Providence, RI",395005,38,2016-05,1271
2895,"Milwaukee, WI",394862,39,2016-05,1010
2896,"Jacksonville, FL",394714,40,2016-05,1148
2897,"Memphis, TN",394849,41,2016-05,1045
2898,"Oklahoma City, OK",394935,42,2016-05,1006
2899,"Louisville-Jefferson County, KY",394807,43,2016-05,925
2900,"Hartford, CT",394669,44,2016-05,1293
2901,"Richmond, VA",395022,45,2016-05,1140
2902,"New Orleans, LA",394910,46,2016-05,1128
2903,"Buffalo, NY",394425,47,2016-05,883
2904,"Raleigh, NC",395012,48,2016-05,1222
2905,"Birmingham, AL",394388,49,2016-05,1023
2906,"Salt Lake City, UT",395053,50,2016-05,1133
2907,"Rochester, NY",395031,51,2016-05,1003
2908,"Grand Rapids, MI",394640,52,2016-05,1024
2909,"Tucson, AZ",395167,53,2016-05,977
2910,"Urban Honolulu, HI",753924,54,2016-05,2227
2911,"Tulsa, OK",395169,55,2016-05,940
2912,"Fresno, CA",394619,56,2016-05,1237
2913,"Worcester, MA",395238,57,2016-05,1213
2914,"Stamford, CT",394415,58,2016-05,2011
2915,"Albuquerque, NM",394312,59,2016-05,975
2916,"Albany, NY",394308,60,2016-05,1115
2917,"Omaha, NE",394938,61,2016-05,909
2918,"New Haven, CT",394908,62,2016-05,1373
2919,"Bakersfield, CA",394357,63,2016-05,1068
2920,"Knoxville, TN",394753,64,2016-05,991
2921,"Greenville, SC",394653,65,2016-05,1030
2922,"Ventura, CA",394952,66,2016-05,2134
2923,"Allentown, PA",394318,67,2016-05,1237
2924,"El Paso, TX",394561,68,2016-05,988
2925,"Baton Rouge, LA",394367,69,2016-05,1126
2926,"Dayton, OH",394521,70,2016-05,868
2927,"McAllen, TX",394843,71,2016-05,832
2928,"Columbia, SC",394486,72,2016-05,1002
2929,"Greensboro, NC",394648,73,2016-05,993
2930,"Akron, OH",394304,74,2016-05,851
2931,"North Port-Sarasota-Bradenton, FL",753906,75,2016-05,1405
2932,"Little Rock, AR",394798,76,2016-05,807
2933,"Stockton, CA",395134,77,2016-05,1613
2934,"Charleston, SC",394457,78,2016-05,1279
2935,"Syracuse, NY",395143,79,2016-05,1013
2936,"Colorado Springs, CO",394484,80,2016-05,1176
2937,"Winston-Salem, NC",395235,81,2016-05,1125
2938,"Wichita, KS",395224,82,2016-05,771
2939,"Springfield, MA",395115,83,2016-05,1313
2940,"Fort Myers, FL",394440,84,2016-05,1212
2941,"Boise City, ID",394399,85,2016-05,1080
2942,"Toledo, OH",395160,86,2016-05,872
2943,"Madison, WI",394816,87,2016-05,1103
2944,"Lakeland, FL",394766,88,2016-05,1130
2945,"Ogden, UT",394931,89,2016-05,1051
2946,"Daytona Beach, FL",394528,90,2016-05,1147
2947,"Des Moines, IA",394531,91,2016-05,1040
2948,"Jackson, MS",394711,92,2016-05,1141
2949,"Youngstown, OH",395245,93,2016-05,643
2950,"Augusta, GA",394352,94,2016-05,942
2951,"Scranton, PA",395075,95,2016-05,865
2952,"Harrisburg, PA",394666,96,2016-05,1002
2953,"Melbourne, FL",394957,97,2016-05,1111
2954,"Spokane, WA",395113,99,2016-05,987
2955,"Provo, UT",395006,100,2016-05,1129
2956,"Killeen, TX",394746,128,2016-05,886
2957,"College Station, TX",394483,192,2016-05,1355
2958,United States,102001,0,2016-06,1467
2959,"New York, NY",394913,1,2016-06,5161
2960,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2016-06,2052
2961,"Chicago, IL",394463,3,2016-06,1515
2962,"Dallas-Fort Worth, TX",394514,4,2016-06,1254
2963,"Philadelphia, PA",394974,5,2016-06,1420
2964,"Houston, TX",394692,6,2016-06,1266
2965,"Washington, DC",395209,7,2016-06,1845
2966,"Miami-Fort Lauderdale, FL",394856,8,2016-06,1766
2967,"Atlanta, GA",394347,9,2016-06,1219
2968,"Boston, MA",394404,10,2016-06,2349
2969,"San Francisco, CA",395057,11,2016-06,2833
2970,"Detroit, MI",394532,12,2016-06,1040
2971,"Riverside, CA",395025,13,2016-06,1592
2972,"Phoenix, AZ",394976,14,2016-06,1091
2973,"Seattle, WA",395078,15,2016-06,1639
2974,"Minneapolis-St Paul, MN",394865,16,2016-06,1290
2975,"San Diego, CA",395056,17,2016-06,1969
2976,"St. Louis, MO",395121,18,2016-06,972
2977,"Tampa, FL",395148,19,2016-06,1242
2978,"Baltimore, MD",394358,20,2016-06,1495
2979,"Denver, CO",394530,21,2016-06,1487
2980,"Pittsburgh, PA",394982,22,2016-06,1074
2981,"Portland, OR",394998,23,2016-06,1407
2982,"Charlotte, NC",394458,24,2016-06,1191
2983,"Sacramento, CA",395045,25,2016-06,1485
2984,"San Antonio, TX",395055,26,2016-06,1047
2985,"Orlando, FL",394943,27,2016-06,1304
2986,"Cincinnati, OH",394466,28,2016-06,1025
2987,"Cleveland, OH",394475,29,2016-06,1012
2988,"Kansas City, MO",394735,30,2016-06,973
2989,"Las Vegas, NV",394775,31,2016-06,1101
2990,"Columbus, OH",394492,32,2016-06,1017
2991,"Indianapolis, IN",394705,33,2016-06,1021
2992,"San Jose, CA",395059,34,2016-06,2812
2993,"Austin, TX",394355,35,2016-06,1313
2994,"Virginia Beach, VA",395194,36,2016-06,1190
2995,"Nashville, TN",394902,37,2016-06,1316
2996,"Providence, RI",395005,38,2016-06,1275
2997,"Milwaukee, WI",394862,39,2016-06,1012
2998,"Jacksonville, FL",394714,40,2016-06,1151
2999,"Memphis, TN",394849,41,2016-06,1046
3000,"Oklahoma City, OK",394935,42,2016-06,1006
3001,"Louisville-Jefferson County, KY",394807,43,2016-06,929
3002,"Hartford, CT",394669,44,2016-06,1294
3003,"Richmond, VA",395022,45,2016-06,1142
3004,"New Orleans, LA",394910,46,2016-06,1130
3005,"Buffalo, NY",394425,47,2016-06,886
3006,"Raleigh, NC",395012,48,2016-06,1225
3007,"Birmingham, AL",394388,49,2016-06,1024
3008,"Salt Lake City, UT",395053,50,2016-06,1138
3009,"Rochester, NY",395031,51,2016-06,1004
3010,"Grand Rapids, MI",394640,52,2016-06,1030
3011,"Tucson, AZ",395167,53,2016-06,979
3012,"Urban Honolulu, HI",753924,54,2016-06,2229
3013,"Tulsa, OK",395169,55,2016-06,941
3014,"Fresno, CA",394619,56,2016-06,1241
3015,"Worcester, MA",395238,57,2016-06,1218
3016,"Stamford, CT",394415,58,2016-06,2013
3017,"Albuquerque, NM",394312,59,2016-06,977
3018,"Albany, NY",394308,60,2016-06,1119
3019,"Omaha, NE",394938,61,2016-06,912
3020,"New Haven, CT",394908,62,2016-06,1375
3021,"Bakersfield, CA",394357,63,2016-06,1071
3022,"Knoxville, TN",394753,64,2016-06,995
3023,"Greenville, SC",394653,65,2016-06,1032
3024,"Ventura, CA",394952,66,2016-06,2143
3025,"Allentown, PA",394318,67,2016-06,1239
3026,"El Paso, TX",394561,68,2016-06,989
3027,"Baton Rouge, LA",394367,69,2016-06,1131
3028,"Dayton, OH",394521,70,2016-06,870
3029,"McAllen, TX",394843,71,2016-06,833
3030,"Columbia, SC",394486,72,2016-06,1004
3031,"Greensboro, NC",394648,73,2016-06,996
3032,"Akron, OH",394304,74,2016-06,852
3033,"North Port-Sarasota-Bradenton, FL",753906,75,2016-06,1409
3034,"Little Rock, AR",394798,76,2016-06,808
3035,"Stockton, CA",395134,77,2016-06,1623
3036,"Charleston, SC",394457,78,2016-06,1284
3037,"Syracuse, NY",395143,79,2016-06,1016
3038,"Colorado Springs, CO",394484,80,2016-06,1183
3039,"Winston-Salem, NC",395235,81,2016-06,1127
3040,"Wichita, KS",395224,82,2016-06,771
3041,"Springfield, MA",395115,83,2016-06,1316
3042,"Fort Myers, FL",394440,84,2016-06,1218
3043,"Boise City, ID",394399,85,2016-06,1086
3044,"Toledo, OH",395160,86,2016-06,874
3045,"Madison, WI",394816,87,2016-06,1105
3046,"Lakeland, FL",394766,88,2016-06,1135
3047,"Ogden, UT",394931,89,2016-06,1056
3048,"Daytona Beach, FL",394528,90,2016-06,1153
3049,"Des Moines, IA",394531,91,2016-06,1043
3050,"Jackson, MS",394711,92,2016-06,1142
3051,"Youngstown, OH",395245,93,2016-06,644
3052,"Augusta, GA",394352,94,2016-06,944
3053,"Scranton, PA",395075,95,2016-06,867
3054,"Harrisburg, PA",394666,96,2016-06,1004
3055,"Melbourne, FL",394957,97,2016-06,1118
3056,"Spokane, WA",395113,99,2016-06,990
3057,"Provo, UT",395006,100,2016-06,1134
3058,"Killeen, TX",394746,128,2016-06,887
3059,"College Station, TX",394483,192,2016-06,1358
3060,United States,102001,0,2016-07,1471
3061,"New York, NY",394913,1,2016-07,5169
3062,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2016-07,2062
3063,"Chicago, IL",394463,3,2016-07,1517
3064,"Dallas-Fort Worth, TX",394514,4,2016-07,1259
3065,"Philadelphia, PA",394974,5,2016-07,1423
3066,"Houston, TX",394692,6,2016-07,1266
3067,"Washington, DC",395209,7,2016-07,1848
3068,"Miami-Fort Lauderdale, FL",394856,8,2016-07,1769
3069,"Atlanta, GA",394347,9,2016-07,1225
3070,"Boston, MA",394404,10,2016-07,2356
3071,"San Francisco, CA",395057,11,2016-07,2839
3072,"Detroit, MI",394532,12,2016-07,1043
3073,"Riverside, CA",395025,13,2016-07,1598
3074,"Phoenix, AZ",394976,14,2016-07,1096
3075,"Seattle, WA",395078,15,2016-07,1649
3076,"Minneapolis-St Paul, MN",394865,16,2016-07,1294
3077,"San Diego, CA",395056,17,2016-07,1977
3078,"St. Louis, MO",395121,18,2016-07,974
3079,"Tampa, FL",395148,19,2016-07,1247
3080,"Baltimore, MD",394358,20,2016-07,1495
3081,"Denver, CO",394530,21,2016-07,1491
3082,"Pittsburgh, PA",394982,22,2016-07,1075
3083,"Portland, OR",394998,23,2016-07,1413
3084,"Charlotte, NC",394458,24,2016-07,1196
3085,"Sacramento, CA",395045,25,2016-07,1495
3086,"San Antonio, TX",395055,26,2016-07,1050
3087,"Orlando, FL",394943,27,2016-07,1309
3088,"Cincinnati, OH",394466,28,2016-07,1028
3089,"Cleveland, OH",394475,29,2016-07,1014
3090,"Kansas City, MO",394735,30,2016-07,976
3091,"Las Vegas, NV",394775,31,2016-07,1105
3092,"Columbus, OH",394492,32,2016-07,1020
3093,"Indianapolis, IN",394705,33,2016-07,1023
3094,"San Jose, CA",395059,34,2016-07,2813
3095,"Austin, TX",394355,35,2016-07,1315
3096,"Virginia Beach, VA",395194,36,2016-07,1191
3097,"Nashville, TN",394902,37,2016-07,1321
3098,"Providence, RI",395005,38,2016-07,1280
3099,"Milwaukee, WI",394862,39,2016-07,1013
3100,"Jacksonville, FL",394714,40,2016-07,1154
3101,"Memphis, TN",394849,41,2016-07,1048
3102,"Oklahoma City, OK",394935,42,2016-07,1005
3103,"Louisville-Jefferson County, KY",394807,43,2016-07,933
3104,"Hartford, CT",394669,44,2016-07,1296
3105,"Richmond, VA",395022,45,2016-07,1144
3106,"New Orleans, LA",394910,46,2016-07,1131
3107,"Buffalo, NY",394425,47,2016-07,889
3108,"Raleigh, NC",395012,48,2016-07,1229
3109,"Birmingham, AL",394388,49,2016-07,1025
3110,"Salt Lake City, UT",395053,50,2016-07,1142
3111,"Rochester, NY",395031,51,2016-07,1006
3112,"Grand Rapids, MI",394640,52,2016-07,1037
3113,"Tucson, AZ",395167,53,2016-07,982
3114,"Urban Honolulu, HI",753924,54,2016-07,2231
3115,"Tulsa, OK",395169,55,2016-07,941
3116,"Fresno, CA",394619,56,2016-07,1245
3117,"Worcester, MA",395238,57,2016-07,1223
3118,"Stamford, CT",394415,58,2016-07,2016
3119,"Albuquerque, NM",394312,59,2016-07,980
3120,"Albany, NY",394308,60,2016-07,1122
3121,"Omaha, NE",394938,61,2016-07,915
3122,"New Haven, CT",394908,62,2016-07,1378
3123,"Bakersfield, CA",394357,63,2016-07,1073
3124,"Knoxville, TN",394753,64,2016-07,998
3125,"Greenville, SC",394653,65,2016-07,1035
3126,"Ventura, CA",394952,66,2016-07,2152
3127,"Allentown, PA",394318,67,2016-07,1242
3128,"El Paso, TX",394561,68,2016-07,990
3129,"Baton Rouge, LA",394367,69,2016-07,1135
3130,"Dayton, OH",394521,70,2016-07,872
3131,"McAllen, TX",394843,71,2016-07,834
3132,"Columbia, SC",394486,72,2016-07,1007
3133,"Greensboro, NC",394648,73,2016-07,999
3134,"Akron, OH",394304,74,2016-07,853
3135,"North Port-Sarasota-Bradenton, FL",753906,75,2016-07,1412
3136,"Little Rock, AR",394798,76,2016-07,809
3137,"Stockton, CA",395134,77,2016-07,1634
3138,"Charleston, SC",394457,78,2016-07,1290
3139,"Syracuse, NY",395143,79,2016-07,1018
3140,"Colorado Springs, CO",394484,80,2016-07,1190
3141,"Winston-Salem, NC",395235,81,2016-07,1130
3142,"Wichita, KS",395224,82,2016-07,772
3143,"Springfield, MA",395115,83,2016-07,1319
3144,"Fort Myers, FL",394440,84,2016-07,1223
3145,"Boise City, ID",394399,85,2016-07,1092
3146,"Toledo, OH",395160,86,2016-07,877
3147,"Madison, WI",394816,87,2016-07,1108
3148,"Lakeland, FL",394766,88,2016-07,1140
3149,"Ogden, UT",394931,89,2016-07,1061
3150,"Daytona Beach, FL",394528,90,2016-07,1159
3151,"Des Moines, IA",394531,91,2016-07,1045
3152,"Jackson, MS",394711,92,2016-07,1143
3153,"Youngstown, OH",395245,93,2016-07,645
3154,"Augusta, GA",394352,94,2016-07,946
3155,"Scranton, PA",395075,95,2016-07,869
3156,"Harrisburg, PA",394666,96,2016-07,1007
3157,"Melbourne, FL",394957,97,2016-07,1125
3158,"Spokane, WA",395113,99,2016-07,993
3159,"Provo, UT",395006,100,2016-07,1139
3160,"Killeen, TX",394746,128,2016-07,888
3161,"College Station, TX",394483,192,2016-07,1361
3162,United States,102001,0,2016-08,1475
3163,"New York, NY",394913,1,2016-08,5176
3164,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2016-08,2071
3165,"Chicago, IL",394463,3,2016-08,1520
3166,"Dallas-Fort Worth, TX",394514,4,2016-08,1264
3167,"Philadelphia, PA",394974,5,2016-08,1426
3168,"Houston, TX",394692,6,2016-08,1265
3169,"Washington, DC",395209,7,2016-08,1850
3170,"Miami-Fort Lauderdale, FL",394856,8,2016-08,1772
3171,"Atlanta, GA",394347,9,2016-08,1230
3172,"Boston, MA",394404,10,2016-08,2363
3173,"San Francisco, CA",395057,11,2016-08,2842
3174,"Detroit, MI",394532,12,2016-08,1046
3175,"Riverside, CA",395025,13,2016-08,1605
3176,"Phoenix, AZ",394976,14,2016-08,1101
3177,"Seattle, WA",395078,15,2016-08,1659
3178,"Minneapolis-St Paul, MN",394865,16,2016-08,1299
3179,"San Diego, CA",395056,17,2016-08,1986
3180,"St. Louis, MO",395121,18,2016-08,976
3181,"Tampa, FL",395148,19,2016-08,1251
3182,"Baltimore, MD",394358,20,2016-08,1494
3183,"Denver, CO",394530,21,2016-08,1494
3184,"Pittsburgh, PA",394982,22,2016-08,1076
3185,"Portland, OR",394998,23,2016-08,1418
3186,"Charlotte, NC",394458,24,2016-08,1201
3187,"Sacramento, CA",395045,25,2016-08,1505
3188,"San Antonio, TX",395055,26,2016-08,1053
3189,"Orlando, FL",394943,27,2016-08,1314
3190,"Cincinnati, OH",394466,28,2016-08,1031
3191,"Cleveland, OH",394475,29,2016-08,1014
3192,"Kansas City, MO",394735,30,2016-08,979
3193,"Las Vegas, NV",394775,31,2016-08,1110
3194,"Columbus, OH",394492,32,2016-08,1023
3195,"Indianapolis, IN",394705,33,2016-08,1025
3196,"San Jose, CA",395059,34,2016-08,2813
3197,"Austin, TX",394355,35,2016-08,1317
3198,"Virginia Beach, VA",395194,36,2016-08,1192
3199,"Nashville, TN",394902,37,2016-08,1325
3200,"Providence, RI",395005,38,2016-08,1285
3201,"Milwaukee, WI",394862,39,2016-08,1015
3202,"Jacksonville, FL",394714,40,2016-08,1157
3203,"Memphis, TN",394849,41,2016-08,1050
3204,"Oklahoma City, OK",394935,42,2016-08,1005
3205,"Louisville-Jefferson County, KY",394807,43,2016-08,937
3206,"Hartford, CT",394669,44,2016-08,1298
3207,"Richmond, VA",395022,45,2016-08,1146
3208,"New Orleans, LA",394910,46,2016-08,1132
3209,"Buffalo, NY",394425,47,2016-08,892
3210,"Raleigh, NC",395012,48,2016-08,1232
3211,"Birmingham, AL",394388,49,2016-08,1027
3212,"Salt Lake City, UT",395053,50,2016-08,1146
3213,"Rochester, NY",395031,51,2016-08,1007
3214,"Grand Rapids, MI",394640,52,2016-08,1043
3215,"Tucson, AZ",395167,53,2016-08,986
3216,"Urban Honolulu, HI",753924,54,2016-08,2234
3217,"Tulsa, OK",395169,55,2016-08,942
3218,"Fresno, CA",394619,56,2016-08,1249
3219,"Worcester, MA",395238,57,2016-08,1229
3220,"Stamford, CT",394415,58,2016-08,2019
3221,"Albuquerque, NM",394312,59,2016-08,982
3222,"Albany, NY",394308,60,2016-08,1126
3223,"Omaha, NE",394938,61,2016-08,917
3224,"New Haven, CT",394908,62,2016-08,1380
3225,"Bakersfield, CA",394357,63,2016-08,1077
3226,"Knoxville, TN",394753,64,2016-08,1002
3227,"Greenville, SC",394653,65,2016-08,1037
3228,"Ventura, CA",394952,66,2016-08,2162
3229,"Allentown, PA",394318,67,2016-08,1245
3230,"El Paso, TX",394561,68,2016-08,991
3231,"Baton Rouge, LA",394367,69,2016-08,1139
3232,"Dayton, OH",394521,70,2016-08,874
3233,"McAllen, TX",394843,71,2016-08,835
3234,"Columbia, SC",394486,72,2016-08,1009
3235,"Greensboro, NC",394648,73,2016-08,1003
3236,"Akron, OH",394304,74,2016-08,855
3237,"North Port-Sarasota-Bradenton, FL",753906,75,2016-08,1416
3238,"Little Rock, AR",394798,76,2016-08,810
3239,"Stockton, CA",395134,77,2016-08,1646
3240,"Charleston, SC",394457,78,2016-08,1295
3241,"Syracuse, NY",395143,79,2016-08,1020
3242,"Colorado Springs, CO",394484,80,2016-08,1197
3243,"Winston-Salem, NC",395235,81,2016-08,1132
3244,"Wichita, KS",395224,82,2016-08,772
3245,"Springfield, MA",395115,83,2016-08,1322
3246,"Fort Myers, FL",394440,84,2016-08,1228
3247,"Boise City, ID",394399,85,2016-08,1098
3248,"Toledo, OH",395160,86,2016-08,878
3249,"Madison, WI",394816,87,2016-08,1109
3250,"Lakeland, FL",394766,88,2016-08,1145
3251,"Ogden, UT",394931,89,2016-08,1067
3252,"Daytona Beach, FL",394528,90,2016-08,1165
3253,"Des Moines, IA",394531,91,2016-08,1048
3254,"Jackson, MS",394711,92,2016-08,1143
3255,"Youngstown, OH",395245,93,2016-08,647
3256,"Augusta, GA",394352,94,2016-08,947
3257,"Scranton, PA",395075,95,2016-08,871
3258,"Harrisburg, PA",394666,96,2016-08,1008
3259,"Melbourne, FL",394957,97,2016-08,1132
3260,"Spokane, WA",395113,99,2016-08,996
3261,"Provo, UT",395006,100,2016-08,1143
3262,"Killeen, TX",394746,128,2016-08,889
3263,"College Station, TX",394483,192,2016-08,1365
3264,United States,102001,0,2016-09,1478
3265,"New York, NY",394913,1,2016-09,5183
3266,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2016-09,2080
3267,"Chicago, IL",394463,3,2016-09,1523
3268,"Dallas-Fort Worth, TX",394514,4,2016-09,1269
3269,"Philadelphia, PA",394974,5,2016-09,1429
3270,"Houston, TX",394692,6,2016-09,1264
3271,"Washington, DC",395209,7,2016-09,1852
3272,"Miami-Fort Lauderdale, FL",394856,8,2016-09,1775
3273,"Atlanta, GA",394347,9,2016-09,1236
3274,"Boston, MA",394404,10,2016-09,2370
3275,"San Francisco, CA",395057,11,2016-09,2846
3276,"Detroit, MI",394532,12,2016-09,1049
3277,"Riverside, CA",395025,13,2016-09,1612
3278,"Phoenix, AZ",394976,14,2016-09,1105
3279,"Seattle, WA",395078,15,2016-09,1669
3280,"Minneapolis-St Paul, MN",394865,16,2016-09,1304
3281,"San Diego, CA",395056,17,2016-09,1994
3282,"St. Louis, MO",395121,18,2016-09,977
3283,"Tampa, FL",395148,19,2016-09,1256
3284,"Baltimore, MD",394358,20,2016-09,1494
3285,"Denver, CO",394530,21,2016-09,1498
3286,"Pittsburgh, PA",394982,22,2016-09,1077
3287,"Portland, OR",394998,23,2016-09,1423
3288,"Charlotte, NC",394458,24,2016-09,1205
3289,"Sacramento, CA",395045,25,2016-09,1515
3290,"San Antonio, TX",395055,26,2016-09,1056
3291,"Orlando, FL",394943,27,2016-09,1319
3292,"Cincinnati, OH",394466,28,2016-09,1034
3293,"Cleveland, OH",394475,29,2016-09,1014
3294,"Kansas City, MO",394735,30,2016-09,982
3295,"Las Vegas, NV",394775,31,2016-09,1114
3296,"Columbus, OH",394492,32,2016-09,1026
3297,"Indianapolis, IN",394705,33,2016-09,1027
3298,"San Jose, CA",395059,34,2016-09,2814
3299,"Austin, TX",394355,35,2016-09,1319
3300,"Virginia Beach, VA",395194,36,2016-09,1193
3301,"Nashville, TN",394902,37,2016-09,1330
3302,"Providence, RI",395005,38,2016-09,1290
3303,"Milwaukee, WI",394862,39,2016-09,1016
3304,"Jacksonville, FL",394714,40,2016-09,1160
3305,"Memphis, TN",394849,41,2016-09,1051
3306,"Oklahoma City, OK",394935,42,2016-09,1004
3307,"Louisville-Jefferson County, KY",394807,43,2016-09,941
3308,"Hartford, CT",394669,44,2016-09,1299
3309,"Richmond, VA",395022,45,2016-09,1148
3310,"New Orleans, LA",394910,46,2016-09,1134
3311,"Buffalo, NY",394425,47,2016-09,895
3312,"Raleigh, NC",395012,48,2016-09,1236
3313,"Birmingham, AL",394388,49,2016-09,1028
3314,"Salt Lake City, UT",395053,50,2016-09,1151
3315,"Rochester, NY",395031,51,2016-09,1009
3316,"Grand Rapids, MI",394640,52,2016-09,1048
3317,"Tucson, AZ",395167,53,2016-09,989
3318,"Urban Honolulu, HI",753924,54,2016-09,2236
3319,"Tulsa, OK",395169,55,2016-09,943
3320,"Fresno, CA",394619,56,2016-09,1253
3321,"Worcester, MA",395238,57,2016-09,1235
3322,"Stamford, CT",394415,58,2016-09,2022
3323,"Albuquerque, NM",394312,59,2016-09,984
3324,"Albany, NY",394308,60,2016-09,1129
3325,"Omaha, NE",394938,61,2016-09,920
3326,"New Haven, CT",394908,62,2016-09,1382
3327,"Bakersfield, CA",394357,63,2016-09,1080
3328,"Knoxville, TN",394753,64,2016-09,1006
3329,"Greenville, SC",394653,65,2016-09,1038
3330,"Ventura, CA",394952,66,2016-09,2172
3331,"Allentown, PA",394318,67,2016-09,1247
3332,"El Paso, TX",394561,68,2016-09,991
3333,"Baton Rouge, LA",394367,69,2016-09,1143
3334,"Dayton, OH",394521,70,2016-09,876
3335,"McAllen, TX",394843,71,2016-09,835
3336,"Columbia, SC",394486,72,2016-09,1012
3337,"Greensboro, NC",394648,73,2016-09,1007
3338,"Akron, OH",394304,74,2016-09,856
3339,"North Port-Sarasota-Bradenton, FL",753906,75,2016-09,1419
3340,"Little Rock, AR",394798,76,2016-09,811
3341,"Stockton, CA",395134,77,2016-09,1657
3342,"Charleston, SC",394457,78,2016-09,1300
3343,"Syracuse, NY",395143,79,2016-09,1021
3344,"Colorado Springs, CO",394484,80,2016-09,1203
3345,"Winston-Salem, NC",395235,81,2016-09,1135
3346,"Wichita, KS",395224,82,2016-09,772
3347,"Springfield, MA",395115,83,2016-09,1324
3348,"Fort Myers, FL",394440,84,2016-09,1232
3349,"Boise City, ID",394399,85,2016-09,1104
3350,"Toledo, OH",395160,86,2016-09,880
3351,"Madison, WI",394816,87,2016-09,1111
3352,"Lakeland, FL",394766,88,2016-09,1150
3353,"Ogden, UT",394931,89,2016-09,1073
3354,"Daytona Beach, FL",394528,90,2016-09,1170
3355,"Des Moines, IA",394531,91,2016-09,1050
3356,"Jackson, MS",394711,92,2016-09,1143
3357,"Youngstown, OH",395245,93,2016-09,648
3358,"Augusta, GA",394352,94,2016-09,949
3359,"Scranton, PA",395075,95,2016-09,873
3360,"Harrisburg, PA",394666,96,2016-09,1010
3361,"Melbourne, FL",394957,97,2016-09,1139
